,source,target,weight
979,feel,work,1
980,feeling,black,1
981,feeling,detrimental,1
982,feeling,favoritism,1
983,feeling,great,1
984,feeling,man,1
985,feeling,member,1
986,feeling,moral,1
987,feeling,races,1
988,feeling,soldier,1
989,feeling,unclear,1
990,feeling,unity,1
991,feeling,white,2
992,fell,man,1
993,fell,next,1
994,felling,people,1
995,felling,white,1
996,fellow,get,1
997,fellow,like,2
998,fellow,man,2
999,fellow,member,1
1000,fellow,negro,1
1001,fellow,negroe,1
1002,fellow,react,1
1003,fellow,sleeping,1
1004,fellow,soldier,1
1005,fellow,south,1
1006,fellow,stand,1
1007,fellow,think,2
1008,fellow,want,1
1009,fellows,soldier,1
1010,fellows,white,1
1011,fight,battle,1
1012,fight,better,5
1013,fight,cause,4
1014,fight,country,1
1015,fight,cuuse,1
1016,fight,disorder,1
1017,fight,enemy,1
1018,fight,equal,1
1019,fight,feel,1
1020,fight,fellow,1
1021,fight,forget,1
1022,fight,freedom,1
1023,fight,get,1
1024,fight,give,1
1025,fight,harder,1
1026,fight,interspersed,1
1027,fight,killing,1
1028,fight,man,1
1029,fight,mix,1
1030,fight,much,1
1031,fight,negro,3
1032,fight,people,1
1033,fight,race,1
1034,fight,reason,1
1035,fight,rights,1
1036,fight,ring,1
1037,fight,riot,1
1038,fight,selfs,1
1039,fight,selve,1
1040,fight,separate,3
1041,fight,side,3
1042,fight,Soldiers,1
1043,fight,sort,1
1044,fight,southern,1
1045,fight,thing,1
1046,fight,time,1
1047,fight,top,1
1048,fight,trouble,1
1049,fight,unit,1
1050,fight,war,2
1051,fight,whereas,1
1052,fight,white,3
1053,fight,whites,2
1054,fightig,liberation,1
1055,fightig,war,1
1056,fighting,mark,1
1057,fighting,outfit,1
1058,fighting,unit,1
1059,fighting,want,1
1060,find,civilian,1
1061,find,help,1
1062,find,industry,1
1063,find,life,1
1064,find,opinion,1
1065,find,place,1
1066,find,way,1
1067,fine,child,1
1068,fine,give,1
1069,fine,man,1
1070,fine,people,1
1071,finish,war,1
1072,fire,range,1
1073,first,accept,1
1074,first,part,1
1075,first,people,1
1076,first,train,1
1077,first,training,1
1078,fit,white,1
1079,fite,drop,1
1080,follow,know,1
1081,follow,Officer,1
1082,food,army,1
1083,food,ration,1
1084,fooling,lot,1
1085,force,O.k,1
1086,force,obey,1
1087,forget,race,1
1088,form,trouble,1
1089,foxcut,one,1
1090,fraternalize,negroe,1
1091,free,act,1
1092,free,talk,1
1093,freedom,believe,1
1094,fresh,minds,1
1095,friction,betwen,1
1096,friction,colored,1
1097,friction,eliminate,1
1098,friction,keep,2
1099,friction,man,1
1100,friction,negro,1
1101,friction,negroe,1
1102,friction,Negroes,1
1103,friction,races,1
1104,friction,time,1
1105,friction,trouble,1
1106,friction,unclear,1
1107,friction,white,3
1108,friction,whites,1
1109,friction,Whites,1
1110,friend,try,1
1111,full,achievement,1
1112,full,credit,1
1113,full,share,1
1114,function,better,1
1115,function,kind,1
1116,function,unit,1
1117,function,work,1
1118,furlough,help,1
1119,furlough,outfit,1
1120,future,life,1
1121,future,war,1
1122,gain,basic,1
1123,gain,good,1
1124,gain,reputation,1
1125,garbage,man,1
1126,gather,cause,1
1127,gather,different,1
1128,gather,thing,1
1129,general,get,1
1130,general,race,1
1131,general,rule,1
1132,general,service,1
1133,get,battle,1
1134,get,beter,1
1135,get,better,26
1136,get,break,1
1137,get,chance,1
1138,get,change,1
1139,get,complete,1
1140,get,credit,2
1141,get,equal,2
1142,get,fellow,1
1143,get,full,1
1144,get,furlough,1
1145,get,gather,1
1146,get,good,3
1147,get,group,1
1148,get,head,1
1149,get,hot,1
1150,get,idea,1
1151,get,job,1
1152,get,less,1
1153,get,long,1
1154,get,lot,3
1155,get,man,1
1156,get,mixed,1
1157,get,negro,2
1158,get,negroe,4
1159,get,opinion,1
1160,get,outfit,2
1161,get,separate,2
1162,get,soldier,1
1163,get,themselfs,1
1164,get,think,1
1165,get,togeather,1
1166,get,treatment,2
1167,get,trouble,1
1168,get,unclear,1
1169,get,water,1
1170,get,well,1
1171,get,white,3
1172,get,work,1
1173,gether,negro,1
1174,git,better,1
1175,git,get,1
1176,give,best,1
1177,give,better,2
1178,give,big,1
1179,give,black,1
1180,give,boys,1
1181,give,break,1
1182,give,chance,5
1183,give,color,1
1184,give,Creep,1
1185,give,crit,1
1186,give,direct,1
1187,give,equal,2
1188,give,furlough,1
1189,give,inch,1
1190,give,individual,1
1191,give,last,1
1192,give,man,1
1193,give,negro,2
1194,give,negroe,1
1195,give,opertunity,1
1196,give,order,2
1197,give,pride,1
1198,give,prove,1
1199,give,question,1
1200,give,rank,1
1201,give,rights,1
1202,give,soldier,1
1203,give,sort,1
1204,give,spirit,1
1205,give,stripe,1
1206,give,training,1
1207,give,unclear,1
1208,give,white,2
1209,good,american,1
1210,good,army,1
1211,good,bad,1
1212,good,bunch,1
1213,good,combat,1
1214,good,competition,1
1215,good,deal,1
1216,good,drive,1
1217,good,enough,1
1218,good,find,1
1219,good,fiter,1
1220,good,friend,1
1221,good,give,1
1222,good,idea,5
1223,good,insertion,1
1224,good,keep,1
1225,good,kind,1
1226,good,know,1
1227,good,look,1
1228,good,lose,1
1229,good,man,2
1230,good,many,2
1231,good,mixer,1
1232,good,much,1
1233,good,negro,1
1234,good,negroe,1
1235,good,night,1
1236,good,outfit,3
1237,good,overlook,1
1238,good,patrol,1
1239,good,place,1
1240,good,policy,1
1241,good,poor,1
1242,good,prejudice,1
1243,good,race,1
1244,good,races,1
1245,good,racial,1
1246,good,record,1
1247,good,reputation,1
1248,good,soldier,3
1249,good,thang,1
1250,good,thing,1
1251,good,thought,1
1252,good,truck,1
1253,good,try,1
1254,good,unified,1
1255,good,use,1
1256,good,whit,1
1257,good,white,2
1258,good,whites,1
1259,good,word,1
1260,good,year,1
1261,government,find,1
1262,government,way,1
1263,gradual,process,1
1264,grate,army,1
1265,grave,mistake,1
1266,grave,try,1
1267,great,color,1
1268,great,deal,2
1269,great,hurrie,1
1270,great,many,1
1271,great,mix,1
1272,great,unclear,1
1273,greatest,builders,1
1274,greatest,moral,1
1275,group,best,1
1276,group,cast,1
1277,group,comfortable,1
1278,group,differ,1
1279,group,effort,1
1280,group,feel,1
1281,group,get,1
1282,group,matter,1
1283,group,mixed,1
1284,group,much,1
1285,group,races,1
1286,group,serve,1
1287,group,spend,1
1288,group,stay,1
1289,group,tridition,1
1290,group,try,1
1291,group,work,2
1292,grudge,negro,1
1293,gut,foot,1
1294,habit,color,1
1295,habit,living,1
1296,habit,race,2
1297,habit,respects,1
1298,habit,standard,1
1299,hall,sleep,2
1300,hall,work,1
1301,handle,races,1
1302,happen,negro,1
1303,happen,think,1
1304,happier,better,1
1305,happier,buddy,1
1306,happier,leave,1
1307,happier,negroe,1
1308,happier,outfit,1
1309,happier,way,1
1310,hard,break,1
1311,hard,custom,1
1312,hard,feeling,2
1313,hard,get,2
1314,hard,insertion,1
1315,hard,job,1
1316,hard,races,1
1317,hard,stamp,1
1318,hard,white,1
1319,harder,alone,1
1320,harmony,combine,1
1321,harmony,develop,1
1322,harmony,discord,1
1323,harmony,little,1
1324,harmony,organization,1
1325,harmony,result,1
1326,hate,negro,1
1327,hatered,cause,1
1328,hatered,colored,1
1329,hatered,many,1
1330,hatred,Black,1
1331,hatred,white,1
1332,head,insertion,1
1333,health,race,1
1334,heart,fighting,1
1335,heart,soldier,1
1336,heart,thank,1
1337,heat,bad,1
1338,heat,condition,1
1339,heate,argument,1
1340,heate,trouble,1
1341,hell,country,1
1342,hell,pay,1
1343,hell,whole,1
1344,help,bear,1
1345,help,better,1
1346,help,bring,1
1347,help,building,1
1348,help,find,1
1349,help,finish,1
1350,help,friction,1
1351,help,idea,1
1352,help,lot,1
1353,help,morale,2
1354,help,negro,1
1355,help,prevent,1
1356,help,relationship,1
1357,help,remove,1
1358,help,war,1
1359,help,whites,1
1360,high,person,1
1361,high,white,1
1362,higher,class,1
1363,higher,intelligent,1
1364,higher,people,1
1365,higher,spirit,2
1366,higher,Whites,1
1367,hold,negro,1
1368,hold,soldier,1
1369,hold,white,1
1370,home,kind,1
1371,home,live,1
1372,home,state,1
1373,hostile,attitude,1
1374,hostile,southern,1
1375,hostile,whites,1
1376,hot,water,1
1377,human,diease,1
1378,human,fight,1
1379,human,many,1
1380,human,nature,2
1381,human,question,1
1382,hurrie,wait,1
1383,hurry,fooling,1
1384,hygene,morale,1
1385,idea,bunking,1
1386,idea,change,1
1387,idea,condition,1
1388,idea,eat,1
1389,idea,future,1
1390,idea,give,1
1391,idea,keep,1
1392,idea,life,1
1393,idea,living,1
1394,idea,man,2
1395,idea,many,1
1396,idea,mix,1
1397,idea,ordr,1
1398,idea,race,1
1399,idea,separat,1
1400,idea,sleep,1
1401,idea,soldier,1
1402,idea,superiority,1
1403,idea,take,1
1404,idea,turn,1
1405,idea,white,2
1406,ideal,end,1
1407,ideal,living,1
1408,ideal,means,1
1409,ignorance,races,1
1410,imagine,get,1
1411,Immaterial,point,1
1412,impair,efficiency,1
1413,impartiality,show,1
1414,important,army,1
1415,important,int,1
1416,important,saver,1
1417,important,time,1
1418,impossible,harmony,1
1419,impractical,hostile,1
1420,impression,outfits,1
1421,impression,segregate,1
1422,inborn,aversion,1
1423,inch,want,1
1424,include,negroe,1
1425,include,officer,2
1426,include,outfit,1
1427,independent,feeling,1
1428,individual,color,1
1429,individual,fell,1
1430,individual,group,1
1431,individual,life,1
1432,individual,liking,1
1433,individual,negro,1
1434,individual,pride,1
1435,individual,soldier,1
1436,individual,units,1
1437,individual,white,1
1438,individual,work,1
1439,induct,draft,1
1440,industry,war,1
1441,inferior,destroy,1
1442,inferior,people,1
1443,inferior,race,1
1444,inferior,white,1
1445,infiror,complex,1
1446,infiror,superior,1
1447,inform,subject,1
1448,insertion,considerate,1
1449,insertion,fel,1
1450,insertion,insertion,3
1451,insertion,negro,1
1452,insertion,unclear,1
1453,insertion]white,man,1
1454,instance,finish,1
1455,insult,work,1
1456,int,army,1
1457,intelligence,complicated,1
1458,intelligence,operate,1
1459,intelligent,high,1
1460,interest,fellow,1
1461,interest,member,1
1462,interesting,see,1
1463,intermingling,man,1
1464,intermingling,races,1
1465,intermix,fight,1
1466,intermix,side,1
1467,internal,strain,1
1468,interspersed,separate,1
1469,Irregardless,color,1
1470,Irregardless,race,1
1471,jealousy,indifference,1
1472,job,get,1
1473,job,thing,1
1474,job,want,1
1475,join,negro,1
1476,join,outfit,1
1477,keep,black,1
1478,keep,colored,1
1479,keep,constant,1
1480,keep,disastr,1
1481,keep,disorder,1
1482,keep,faction,1
1483,keep,feeling,1
1484,keep,fight,1
1485,keep,fighting,1
1486,keep,friction,1
1487,keep,keep,1
1488,keep,liable,1
1489,keep,make,2
1490,keep,morale,1
1491,keep,much,1
1492,keep,outfit,3
1493,keep,peace,1
1494,keep,place,3
1495,keep,quarrel,1
1496,keep,race,3
1497,keep,self,1
1498,keep,separat,3
1499,keep,separate,10
1500,keep,separated,1
1501,keep,seperat,1
1502,keep,trouble,1
1503,keep,white,2
1504,kicking,occur,1
1505,kicking,unclear,1
1506,kind,make,1
1507,kind,man,1
1508,kind,people,1
1509,kind,rest,1
1510,kind,tasnks,1
1511,kind,white,1
1512,kind,word,1
1513,know,black,1
1514,know,carry,1
1515,know,fact,1
1516,know,fight,1
1517,know,give,1
1518,know,look,1
1519,know,man,1
1520,know,negro,1
1521,know,negroe,1
1522,know,northern,1
1523,know,place,2
1524,know,reason,1
1525,know,soldier,1
1526,know,stay,1
1527,know,take,1
1528,know,understand,1
1529,know,want,2
1530,know,work,1
1531,labor,heat,1
1532,lack,interest,1
1533,large,amount,1
1534,large,city,1
1535,large,run,1
1536,large,units,1
1537,large,work,1
1538,last,answer,1
1539,last,impractical,1
1540,last,question,3
1541,latrine,colored,1
1542,latrine,troops,1
1543,lead,argument,1
1544,lead,entanglement,1
1545,lead,equality,1
1546,lead,heate,1
1547,lead,individual,1
1548,lead,life,1
1549,lead,man,1
1550,lead,trouble,1
1551,leading,follow,1
1552,leading,like,1
1553,learn,cause,1
1554,learn,concerning,1
1555,learn,discrimination,1
1556,learn,disunity,1
1557,learn,mix,1
1558,learn,prejudice,1
1559,learn,quell,1
1560,learn,work,1
1561,leave,white,1
1562,less,argument,2
1563,less,cause,1
1564,less,chance,2
1565,less,confusion,1
1566,less,fighting,1
1567,less,friction,5
1568,less,race,1
1569,less,restraint,1
1570,less,riot,1
1571,less,trouble,2
1572,Lessens,complex,1
1573,Lessens,infiror,1
1574,Lessens,superior,1
1575,let,Negor,1
1576,let,negro,2
1577,let,outfit,1
1578,let,separate,2
1579,let,stay,4
1580,let,think,1
1581,let,unclear,1
1582,let,white,1
1583,level,head,1
1584,level,insertion,1
1585,liable,trouble,2
1586,liberation,deletion,1
1587,life,feel,1
1588,life,liking,1
1589,life,live,1
1590,life,majority,1
1591,life,man,2
1592,life,negro,1
1593,life,treat,1
1594,life,war,1
1595,life,white,1
1596,light,finger,1
1597,liive,think,1
1598,like,associate,4
1599,like,better,1
1600,like,break,1
1601,like,colored,1
1602,like,discuss,1
1603,like,drill,1
1604,like,eat,2
1605,like,fellow,1
1606,like,follow,1
1607,like,friendship,1
1608,like,furlough,1
1609,like,good,1
1610,like,idea,4
1611,like,live,4
1612,like,man,1
1613,like,mingle,1
1614,like,mix,2
1615,like,negro,4
1616,like,Negro,1
1617,like,negro',2
1618,like,Negro's,1
1619,like,negroe,10
1620,like,Negros,1
1621,like,nigger,1
1622,like,Northern,1
1623,like,Officer,1
1624,like,oklahoma,1
1625,like,order,2
1626,like,race,1
1627,like,see,1
1628,like,separate,1
1629,like,serve,1
1630,like,sleep,3
1631,like,smell,1
1632,like,take,3
1633,like,treat,1
1634,like,unclear,1
1635,like,way,1
1636,like,whites,2
1637,like,work,2
1638,like,wouldnt,1
1639,likes,pecularaty,1
1640,likes,peculiarity,1
1641,limit,reception,1
1642,limit,service,1
1643,line,draw,1
1644,link,bad,1
1645,link,feeling,1
1646,list,last,1
1647,list,question,1
1648,little,chance,1
1649,little,contact,1
1650,little,discord,1
1651,little,Negroes,1
1652,live,amount,1
1653,live,associate,1
1654,live,barrack,2
1655,live,bath,1
1656,live,color,1
1657,live,come,1
1658,live,condition,3
1659,live,create,1
1660,live,different,2
1661,live,eat,4
1662,live,fight,1
1663,live,gut,1
1664,live,habit,1
1665,live,large,1
1666,live,mexican,1
1667,live,negro,2
1668,live,negroe,3
1669,live,outfit,1
1670,live,race,1
1671,live,reason,1
1672,live,roof,1
1673,live,room,1
1674,live,section,1
1675,live,separate,1
1676,live,sleep,3
1677,live,stomach,1
1678,live,tighter,1
1679,live,train,1
1680,live,trouble,1
1681,live,war,1
1682,live,white,1
1683,live,work,1
1684,living,different,3
1685,living,idea,1
1686,living,negroe,1
1687,living,speech,1
1688,living,standard,2
1689,locale,station,1
1690,long,time,1
1691,look,better,1
1692,look,dirty,1
1693,look,disrespect,1
1694,look,good,1
1695,look,inferior,1
1696,look,negro,1
1697,look,poor,1
1698,lose,control,1
1699,lose,life,1
1700,lose,place,1
1701,lose,war,1
1702,lost,army,1
1703,lost,motion,1
1704,lot,better,5
1705,lot,bunk,1
1706,lot,camp,1
1707,lot,class,1
1708,lot,deletion,1
1709,lot,discord,1
1710,lot,discrimination,1
1711,lot,dissention,1
1712,lot,fellow,1
1713,lot,fight,1
1714,lot,friction,1
1715,lot,happier,1
1716,lot,lower,1
1717,lot,negro,2
1718,lot,Negroes,1
1719,lot,nonsense,1
1720,lot,outfit,2
1721,lot,racial,1
1722,lot,separate,3
1723,lot,soldier,3
1724,lot,start,1
1725,lot,time,1
1726,lot,trouble,2
1727,lot,white,1
1728,lot,whites,1
1729,love,hold,1
1730,lower,class,1
1731,lower,efficiency,1
1732,lower,hygene,1
1733,lower,living,1
1734,lower,moral,2
1735,lower,morale,3
1736,lower,standard,2
1737,Lower,standard,1
1738,Lower,white,1
1739,lowere,prejudice,1
1740,M.P.,unit,1
1741,maintain,discipline,1
1742,majority,give,1
1743,majority,negroe,1
1744,majority,people,1
1745,majority,unclean,1
1746,make,adjustment,1
1747,make,best,1
1748,make,better,14
1749,make,bunch,1
1750,make,C.o,1
1751,make,change,2
1752,make,combat,1
1753,make,deal,1
1754,make,difference,9
1755,make,efficiency,1
1756,make,feeling,1
1757,make,fight,1
1758,make,fighting,2
1759,make,good,3
1760,make,grave,1
1761,make,keep,1
1762,make,like,1
1763,make,look,1
1764,make,man,1
1765,make,married,1
1766,make,mass,1
1767,make,mistake,1
1768,make,negro,1
1769,make,non-com,1
1770,make,outfit,5
1771,make,poor,1
1772,make,post-war,1
1773,make,race,1
1774,make,soldier,7
1775,make,statement,1
1776,make,team,2
1777,make,tend,1
1778,make,thing,1
1779,make,training,1
1780,make,trouble,1
1781,make,try,1
1782,make,unit,2
1783,man,army,1
1784,man,attitude,1
1785,man,bad,1
1786,man,bath,1
1787,man,believe,1
1788,man,better,3
1789,man,bunch,1
1790,man,capacity,1
1791,man,cent,2
1792,man,class,1
1793,man,clean,1
1794,man,color,3
1795,man,colored,1
1796,man,come,1
1797,man,control,1
1798,man,die,1
1799,man,differ,1
1800,man,dislike,1
1801,man,equal,2
1802,man,exception,1
1803,man,get,3
1804,man,good,1
1805,man,hate,1
1806,man,idea,1
1807,man,include,1
1808,man,intelligence,1
1809,man,job,1
1810,man,let,1
1811,man,like,1
1812,man,live,2
1813,man,lose,1
1814,man,love,1
1815,man,make,3
1816,man,man,2
1817,man,many,1
1818,man,need,1
1819,man,negro,3
1820,man,negroe,1
1821,man,next,2
1822,man,obey,1
1823,man,order,1
1824,man,outfit,3
1825,man,pick,1
1826,man,profit,1
1827,man,put,1
1828,man,qualified,1
1829,man,quick,1
1830,man,race,1
1831,man,raise,1
1832,man,rank,1
1833,man,react,1
1834,man,resent,1
1835,man,sleep,1
1836,man,special,1
1837,man,statement,1
1838,man,take,1
1839,man,tell,1
1840,man,think,2
1841,man,unclear,1
1842,man,underlin,1
1843,man,want,1
1844,man,war,1
1845,man,Whites,1
1846,man,work,3
1847,manner,fight,1
1848,manner,know,1
1849,manner,offense,1
1850,many,acquaintance,1
1851,many,anti-negro,1
1852,many,argument,1
1853,many,bigote,1
1854,many,boy,1
1855,many,case,2
1856,many,color,1
1857,many,company,1
1858,many,complication,1
1859,many,diease,1
1860,many,dislike,1
1861,many,fight,7
1862,many,form,1
1863,many,friction,1
1864,many,funny,1
1865,many,killing,1
1866,many,kind,1
1867,many,like,1
1868,many,man,1
1869,many,negro,3
1870,many,negroe,2
1871,many,objection,1
1872,many,officr,1
1873,many,organization,1
1874,many,people,4
1875,many,person,1
1876,many,prejudice,1
1877,many,reason,1
1878,many,retard,1
1879,many,soldier,5
1880,many,southerner,1
1881,many,Southerner,1
1882,many,trouble,1
1883,many,use,1
1884,many,want,1
1885,many,white,10
1886,many,whites,1
1887,many,Whites,1
1888,many,year,1
1889,mark,attain,1
1890,mark,quide,1
1891,married,army,1
1892,married,man,1
1893,marry,home,1
1894,marry,year,1
1895,martial,eat,1
1896,mass,color,1
1897,mass,Irregardless,1
1898,matched,alike,1
1899,matter,much,1
1900,mean,actual,1
1901,mean,combat,1
1902,mean,different,1
1903,mean,eat,1
1904,mean,keep,1
1905,mean,live,1
1906,mean,mistreat,1
1907,mean,platoon,1
1908,mean,regiment,1
1909,mean,seperat,1
1910,mean,trouble,1
1911,meaning,american,1
1912,meaning,rights,1
1913,means,different,1
1914,means,living,1
1915,means,lot,1
1916,meet,want,1
1917,member,outfit,1
1918,men,suppose,1
1919,men,work,1
1920,merger,lower,1
1921,merger,morale,1
1922,mess,hall,4
1923,mess,sleep,2
1924,mess,work,1
1925,method,army,1
1926,mexican,much,1
1927,mexican,negro,1
1928,mexican,seperate,1
1929,migore,unclear,1
1930,migro,cause,1
1931,migro,gather,1
1932,military,counting,1
1933,military,police,1
1934,military,Police,1
1935,mind,free,1
1936,mind,negro,1
1937,mind,seem,1
1938,mind,white,1
1939,minded,cause,1
1940,minds,many,1
1941,minds,soldier,1
1942,mingle,[/unclear,1
1943,mingle,negro,1
1944,mingle,negroe,1
1945,mingle,whites,1
1946,minority,race,1
1947,minority,unclear,1
1948,misatreate,unclear,1
1949,mistake,try,1
1950,mix,army,1
1951,mix,best,1
1952,mix,black,1
1953,mix,camp,1
1954,mix,class,1
1955,mix,content,1
1956,mix,create,1
1957,mix,extent,1
1958,mix,geather,1
1959,mix,good,4
1960,mix,group,1
1961,mix,live,1
1962,mix,man,1
1963,mix,negro,2
1964,mix,negroe,3
1965,mix,non-commissioned,1
1966,mix,officr,1
1967,mix,oil,1
1968,mix,people,2
1969,mix,possible,1
1970,mix,pull,1
1971,mix,races,1
1972,mix,soldier,3
1973,mix,trouble,1
1974,mix,water,1
1975,mix,white,6
1976,mix,whites,2
1977,mixed,color,1
1978,mixed,combat,1
1979,mixed,depend,1
1980,mixed,M.P.,1
1981,mixed,outfit,8
1982,mixed,races,1
1983,mixed,unit,1
1984,mixen,negroe,1
1985,mixen,white,1
1986,mixing,cause,1
1987,mixing,color,2
1988,mixing,fight,1
1989,mixture,class,1
1990,mixture,man,1
